	MF.alv.Lu#2	MF.alv.Lu#3	MF.alv.Lu.KPd28#1	MF.alv.Lu.KPd28#2	MF.alv.Lu.KPd17#1	MF.alv.Lu.KPd28#3
Cyp2c29	1	1	1	0	1	3
Cyp2c37	0	1	0	0	0	2
Cyp2c38	2	4	4	0	1	7
Cyp2c39	1	1	3	2	0	0
Cyp2c40	0	0	1	0	1	0
Cyp2c50	2	3	0	0	0	5
Cyp2c54	0	0	0	0	0	0
Cyp2c55	2	1	2	0	0	4
Cyp2c65	1	1	0	1	1	3
Cyp2c66	0	0	1	0	4	1
Cyp2c67	0	0	0	0	0	0
Cyp2c68	1	0	0	0	1	1
Cyp2c69	1	1	0	0	0	3
Cyp2c70	0	0	3	0	0	2
Cyp2d10	0	0	0	0	0	1
Cyp2d11	0	0	0	0	0	2
Cyp2d12	2	0	0	0	0	0
Cyp2d22	4	1	0	1	2	4
Cyp2d26	0	0	0	0	0	3
Cyp2d34	0	0	0	0	1	1
Cyp2d40	0	1	1	1	0	2
Cyp2d9	1	0	1	0	0	2
Cyp2e1	1	0	6	0	1	1
Cyp2f2	1	5	3	0	0	0
Cyp2g1	1	1	0	1	0	3
Cyp2j11	0	0	0	3	0	1
Cyp2j12	0	3	1	0	1	6
Cyp2j13	4	0	3	0	2	0
Cyp2j5	1	1	2	0	3	1
Cyp2j6	0	2	2	0	2	2
Cyp2j7	0	2	0	0	1	0
Cyp2j8	0	1	0	0	0	1
Cyp2j9	0	1	2	0	2	0
Cyp2r1	45	56	53	9	34	23
Cyp2s1	6	6	9	1	6	1
Cyp2t4	1	0	0	0	0	0
Cyp2u1	8	4	11	2	1	1
Cyp2w1	1	4	0	0	0	0
Cyp39a1	0	1	4	0	7	2
Cyp3a11	5	3	3	1	0	3
Cyp3a13	3	3	0	0	2	4
Cyp3a16	2	1	0	0	0	1
Cyp3a25	0	0	3	1	1	2
Cyp3a41a	0	0	0	0	0	0
Cyp3a41b	1	0	0	0	1	0
Cyp3a44	1	0	0	0	3	0
Cyp3a57	0	0	1	2	2	1
Cyp3a59	3	0	0	0	0	3
Cyp46a1	2	2	0	0	0	1
Cyp4a10	2	0	1	0	0	1
Cyp4a12a	0	0	0	1	0	1
Cyp4a12b	0	0	0	1	0	3
Cyp4a14	6	1	0	0	0	2
Cyp4a29	0	0	1	1	0	1
Cyp4a30b	0	1	1	0	1	1
Cyp4a31	1	1	2	0	0	3
Cyp4a32	0	0	0	0	0	0
Cyp4b1	4	0	0	2	0	0
Cyp4f13	97	118	128	72	80	34
Cyp4f14	0	0	0	0	1	1
Cyp4f15	0	0	1	0	0	5
Cyp4f16	326	458	480	214	300	215
Cyp4f17	14	16	8	4	12	4
Cyp4f18	522	769	789	318	500	303
Cyp4f37	20	10	24	4	18	5
Cyp4f39	0	3	0	0	3	1
Cyp4f40	4	1	1	0	0	0
Cyp4v3	383	429	574	222	355	186
Cyp4x1	1	2	1	0	1	0
Cyp51	414	289	615	282	207	399
Cyp7a1	4	1	1	0	2	3
Cyp7b1	1	1	6	0	2	4
Cyp8b1	0	0	0	0	0	0
Cypt1	0	0	0	0	0	0
Cypt12	0	0	0	0	0	0
Cypt14	0	0	0	0	0	0
Cypt15	0	0	0	0	0	0
Cypt2	0	0	0	0	0	1
Cypt3	0	0	0	0	0	0
Cypt4	0	1	0	0	0	0
Cyr61	1	0	0	0	2	0
Cys1	6	1	0	0	0	1
Cysltr1	21	30	54	23	27	23
Cysltr2	1	3	1	1	0	3
Cysrt1	0	0	0	0	0	1
Cystm1	5	7	14	8	6	19
Cyth1	504	612	775	309	357	278
Cyth2	111	179	160	67	109	64
Cyth3	819	798	1159	535	735	437
Cyth4	665	1358	1439	630	725	455
Cytip	2707	3603	5085	2026	2156	1533
Cytl1	1	0	0	0	0	0
Cyyr1	0	0	2	1	0	4
D030056L22Rik	2	34	29	7	10	12
D10Jhu81e	51	85	79	36	56	24
D10Wsu102e	163	177	206	105	143	109
D11Wsu47e	44	61	80	27	36	26
D130040H23Rik	20	17	44	14	32	12
D130043K22Rik	2	3	2	2	0	3
D130052B06Rik	3	0	1	0	0	0
D13Ertd608e	0	0	0	0	0	0
D16Ertd472e	62	46	93	24	59	24
D17H6S53E	39	46	48	22	34	31
D17Wsu92e	145	234	223	114	163	218
D1Ertd622e	273	330	358	181	329	208
D1Pas1	1	1	0	0	0	1
D230025D16Rik	69	114	148	87	108	38
D2hgdh	46	72	69	25	24	26
D330020A13Rik	1	0	1	0	0	1
D330045A20Rik	62	88	71	35	80	37
D3Ertd254e	68	57	42	21	36	30
D3Ertd751e	47	79	77	15	44	29
D430019H16Rik	0	0	1	0	0	1
D430041D05Rik	2	5	8	4	1	4
D430042O09Rik	78	91	91	40	56	40
D5Ertd577e	0	0	0	0	0	0
D5Ertd579e	161	175	182	98	154	102
D630003M21Rik	2	1	0	0	2	0
D630023F18Rik	3	6	1	1	0	3
D630036H23Rik	1	3	0	0	0	0
D630039A03Rik	162	311	176	11	157	23
D630044L22Rik	3	1	1	3	6	2
D630045J12Rik	7	1	2	0	3	0
D6Ertd527e	1	0	0	0	1	0
D6Wsu163e	131	200	214	58	118	54
D730001G18Rik	0	0	1	0	0	1
D730048I06Rik	0	0	2	0	0	0
D7Ertd443e	3	3	2	0	4	4
D830030K20Rik	0	0	0	0	0	0
D830044I16Rik	16	23	17	2	6	9
D8Ertd738e	308	666	535	167	298	261
D930007J09Rik	0	0	0	0	0	0
D930020B18Rik	0	1	6	0	1	5
D930048N14Rik	7	7	18	8	9	10
DXBay18	2	3	3	0	1	0
Daam1	152	176	188	64	132	156
Daam2	6	10	5	0	6	1
Dab1	3	5	1	0	0	3
Dab2	1948	1821	2543	1261	1449	1017
Dab2ip	4	1	6	0	0	3
Dach1	1	2	10	2	2	1
Dach2	2	1	4	3	5	6
Dact1	0	2	0	0	0	2
Dact2	1	0	1	0	0	1
Dact3	0	0	1	0	0	2
Dad1	346	565	514	213	297	285
Dag1	171	234	247	120	165	93
Dagla	50	73	53	16	47	29
Daglb	356	391	454	160	360	161
Dalrd3	46	84	96	28	59	34
Dand5	12	15	15	12	9	12
Dao	0	1	0	0	0	3
Dap	634	913	938	538	624	445
Dap3	161	239	224	102	133	118
Dapk1	479	926	1096	357	531	411
Dapk2	1	0	0	1	1	2
Dapk3	20	41	39	11	23	18
Dapl1	0	2	1	0	0	2
Dapp1	202	338	346	134	221	105
Dars	324	405	526	160	299	194
Dars2	80	84	117	41	78	52
Daw1	0	0	1	0	3	3
Daxx	224	290	248	87	223	94
Dazap1	38	43	52	14	21	41
Dazap2	2007	2995	2806	1426	1945	1095
Dazl	3	1	4	3	0	9
Dbf4	32	56	82	36	45	55
Dbh	1	1	0	0	2	2
Dbi	567	872	795	481	468	656
Dbil5	0	1	0	0	0	0
Dbn1	0	1	0	0	0	2
Dbndd1	1	3	1	1	2	5
Dbndd2	3	8	4	1	2	1
Dbnl	523	685	602	237	443	239
Dbp	0	0	1	1	0	0
Dbr1	72	94	86	27	62	29
Dbt	82	72	114	31	65	59
Dbx1	0	0	2	1	0	0
Dbx2	1	1	0	1	4	1
Dcaf1	77	93	148	26	86	59
Dcaf10	52	40	32	24	34	23
Dcaf11	199	211	293	152	206	107
Dcaf12	457	549	566	238	363	214
Dcaf12l1	0	1	0	0	4	0
Dcaf12l2	2	0	0	0	0	0
Dcaf13	177	221	260	106	145	130
Dcaf15	21	33	25	16	24	35
Dcaf17	108	150	153	39	91	72
Dcaf4	31	39	47	11	23	14
Dcaf5	53	43	71	37	41	60
Dcaf6	31	63	39	26	25	24
Dcaf7	319	361	331	144	202	238
Dcaf8	374	419	479	186	309	188
Dcakd	65	101	73	24	64	18
Dcbld1	7	6	1	0	2	2
Dcbld2	6	7	10	6	5	15
Dcc	6	6	6	1	5	10
Dcdc2a	0	1	0	0	0	4
Dcdc2b	4	9	4	1	6	2
Dcdc2c	4	3	2	0	3	2
Dchs1	0	4	2	0	2	0
Dchs2	2	3	4	2	0	4
Dck	192	221	327	109	205	165
Dclk1	4	2	3	0	13	10
Dclk2	2	2	1	2	0	7
Dclk3	7	5	16	8	4	16
Dclre1a	68	74	73	34	51	20
Dclre1b	126	137	158	49	105	59
Dclre1c	112	75	109	43	67	57
Dcn	6	8	0	1	3	7
Dcp1a	92	110	122	49	68	34
Dcp1b	65	104	81	46	28	31
Dcp2	60	90	103	23	35	89
Dcpp1	1	0	0	0	0	0
Dcpp2	0	0	0	0	0	1
Dcpp3	0	1	0	0	0	1
Dcps	90	121	115	26	91	45
Dcst1	3	1	5	0	2	2
Dcst2	1	6	1	2	0	3
Dcstamp	0	0	21	5	3	3
Dct	1	1	7	0	3	4
Dctd	14	11	4	6	6	8
Dctn1	387	457	488	191	309	150
Dctn2	700	1077	1003	461	591	391
Dctn3	261	483	378	161	242	231
Dctn4	504	606	726	366	493	334
Dctn5	401	571	567	189	409	251
Dctn6	134	226	188	72	137	101
Dctpp1	26	54	39	22	28	34
Dcun1d1	91	91	119	54	79	51
Dcun1d2	118	141	133	38	125	61
Dcun1d3	61	84	87	56	41	83
Dcun1d4	66	40	52	26	62	25
Dcun1d5	45	114	118	33	61	101
Dcx	3	0	3	0	2	5
Dcxr	134	173	189	96	104	104
Dda1	287	398	359	169	237	158
Ddah1	4	14	1	0	4	0
Ddah2	2	1	1	0	1	3
Ddb1	1053	1134	1372	596	896	520
Ddb2	13	15	26	6	12	11
Ddc	2	1	3	2	1	3
Ddhd1	244	282	346	199	209	428
Ddhd2	313	317	280	137	205	172
Ddi1	7	4	9	3	3	1
Ddi2	255	357	404	172	268	241
Ddias	4	10	10	2	14	14
Ddit3	36	57	38	10	30	15
Ddit4	0	0	0	1	1	0
Ddit4l	2	0	2	1	1	4
Ddn	0	0	0	0	0	0
Ddo	1	0	1	0	1	0
Ddost	905	1418	1348	577	868	634
Ddr1	1	4	0	0	0	0
Ddr2	1	0	4	1	2	2
Ddrgk1	217	361	365	160	181	183
Ddt	7	18	7	4	4	5
Ddx1	455	565	646	287	445	204
Ddx10	166	159	255	68	183	73
Ddx11	19	23	23	11	9	12
Ddx17	320	445	460	193	289	306
Ddx18	33	61	72	15	41	28
Ddx19a	33	19	25	18	12	16
Ddx19b	63	70	49	45	45	33
Ddx20	87	79	143	59	70	37
Ddx21	311	301	440	153	298	176
Ddx23	95	142	147	60	79	54
Ddx24	292	412	423	180	346	165
Ddx25	2	1	8	1	3	3
Ddx27	146	232	271	105	174	101
Ddx28	79	94	80	41	79	26
Ddx31	130	124	130	60	127	96
Ddx39	298	427	421	175	234	241
Ddx39b	511	779	782	279	477	357
Ddx3x	660	652	808	288	587	380
Ddx3y	296	281	387	192	297	196
Ddx4	0	3	4	0	1	5
Ddx41	308	425	441	138	276	137
Ddx42	343	344	427	141	292	162
Ddx43	1	3	8	1	6	5
Ddx46	730	1014	1016	470	627	389
Ddx47	233	357	328	122	255	175
Ddx49	79	99	96	46	62	40
Ddx5	4989	5887	5766	2581	4145	1486
Ddx50	203	233	272	134	171	134
Ddx51	25	58	65	35	32	31
Ddx52	150	178	168	82	99	73
Ddx54	193	213	266	81	133	71
Ddx55	57	72	76	21	51	43
Ddx56	130	197	186	81	119	96
Ddx58	149	195	250	103	240	103
Ddx59	39	42	52	27	28	21
Ddx6	240	361	393	155	257	151
Ddx60	27	41	52	32	30	45
Deaf1	145	249	233	95	150	89
Decr1	119	170	158	51	76	65
Decr2	76	77	115	37	52	30
Dedd	10	16	11	7	5	3
Dedd2	74	140	136	82	86	56
Def6	350	427	358	154	247	163
Def8	218	293	310	155	230	137
Defa-rs7	0	0	0	0	0	0
Defa17	0	0	0	0	0	0
Defa2	0	0	0	0	0	0
Defa20	0	0	0	0	0	0
Defa21	0	0	0	0	0	0
Defa22	0	1	0	0	0	0
Defa23	0	0	0	0	0	0
Defa24	0	0	0	0	0	0
Defa25	1	0	0	0	0	0
Defa26	0	0	0	0	0	0
Defa27	0	0	0	0	0	0
Defa28	0	0	0	0	0	0
Defa29	0	1	1	0	0	0
Defa3	0	0	0	0	0	0
Defa30	0	0	0	0	1	2
Defa32	0	0	0	0	0	0
Defa33	0	0	0	0	0	0
Defa34	0	1	0	0	0	0
Defa35	0	0	0	0	0	0
Defa36	0	0	0	0	0	0
Defa37	0	0	0	0	0	0
Defa5	0	0	0	0	0	0
Defb1	2	1	1	0	0	0
Defb10	3	0	2	0	0	1
Defb11	1	0	0	0	0	0
Defb12	0	0	0	0	0	0
Defb13	0	0	0	0	0	1
Defb14	0	0	0	0	0	1
Defb15	0	0	0	0	0	0
Defb18	0	0	0	0	0	0
Defb19	0	0	1	0	0	0
Defb2	0	1	1	0	0	0
Defb20	0	0	0	0	1	0
Defb21	0	0	0	0	0	0
Defb22	0	0	0	0	0	1
Defb23	0	0	0	0	0	0
Defb25	0	1	1	0	0	0
Defb26	0	0	0	0	0	0
Defb28	0	0	0	0	0	2
Defb29	0	1	0	0	0	0
Defb3	0	0	0	0	0	0
Defb30	1	0	0	0	0	0
Defb33	0	1	0	0	0	0
Defb34	0	0	0	0	0	0
Defb35	1	0	1	0	0	0
Defb36	0	0	0	0	0	0
Defb37	0	1	0	0	0	0
Defb38	0	0	0	1	0	0
Defb39	1	0	0	0	1	0
Defb4	0	0	0	0	0	0
Defb40	0	0	0	1	0	0
Defb41	0	0	0	0	0	1
Defb42	1	0	0	2	0	1
Defb43	0	1	0	0	0	0
Defb45	0	0	0	0	0	0
Defb46	0	0	0	0	0	0
Defb47	0	0	0	0	0	0
Defb48	0	0	0	0	0	0
Defb5	0	0	0	0	0	0
Defb50	0	0	0	0	0	0
Defb6	0	1	0	0	0	0
Defb7	0	0	0	0	0	0
Defb8	0	1	0	0	0	0
Defb9	0	0	1	0	0	0
Degs1	1310	1564	1676	704	1143	543
Degs2	24	21	12	10	16	10
Dek	199	304	282	111	171	173
Dennd1a	130	126	133	65	81	126
Dennd1b	136	164	171	94	118	156
Dennd1c	165	228	210	66	119	57
Dennd2a	46	62	86	47	41	67
Dennd2c	2	4	2	2	0	3
Dennd2d	70	110	101	35	56	41
Dennd3	37	23	54	59	40	81
Dennd4a	486	511	838	134	409	179
Dennd4b	478	605	551	194	359	230
Dennd4c	152	204	295	129	181	131
Dennd5a	109	170	191	71	120	110
Dennd5b	11	4	15	4	4	13
Dennd6a	58	56	84	34	44	55
Dennd6b	16	15	9	8	18	7
Denr	176	303	287	129	181	133
Depdc1a	4	10	6	7	12	7
Depdc1b	8	8	4	1	5	8
Depdc5	72	128	152	42	66	81
Depdc7	2	5	0	1	2	2
Deptor	271	368	385	138	274	159
Dera	99	128	141	102	108	97
Derl1	822	962	1066	470	700	380
Derl2	353	427	459	256	318	238
Derl3	0	8	0	1	1	4
Des	4	1	3	0	0	1
Desi1	107	135	140	56	83	61
Desi2	1	9	5	2	1	3
Det1	33	36	52	12	33	16
Deup1	2	0	2	0	0	3
Dexi	12	5	21	6	18	14
Dffa	51	76	75	23	56	40
Dffb	29	21	21	12	17	16
Dgat1	132	315	425	290	146	215
Dgat2	437	362	801	216	376	146
Dgat2l6	1	1	2	1	1	0
Dgcr14	102	112	110	59	63	41
Dgcr2	129	169	179	71	108	74
Dgcr6	0	4	4	2	1	2
Dgcr8	12	15	11	5	11	4
Dgka	236	308	277	87	245	84
Dgkb	2	4	3	0	5	7
Dgkd	248	234	243	80	150	115
Dgke	117	122	124	47	105	60
Dgkg	138	118	148	26	122	44
Dgkh	42	35	40	14	24	37
Dgki	2	5	2	0	4	1
Dgkk	1	0	2	0	1	2
Dgkq	59	61	39	14	39	16
Dgkz	151	174	166	109	86	145
Dglucy	84	90	143	59	93	39
Dguok	163	287	244	54	173	121
Dhcr24	30	45	64	39	27	66
Dhcr7	209	61	296	196	164	162
Dhdds	206	223	231	84	180	90
Dhdh	4	2	4	5	2	8
Dhfr	26	61	30	23	24	46
Dhh	0	0	0	0	0	3
Dhodh	61	84	90	37	52	33
Dhps	93	100	97	52	70	43
Dhrs1	264	381	359	137	282	167
Dhrs11	27	16	35	13	18	18
Dhrs13	8	16	26	12	19	33
Dhrs2	0	0	8	0	0	0
Dhrs3	2035	4571	3071	942	2055	752
Dhrs4	75	96	111	51	66	42
Dhrs7	276	419	430	248	255	221
Dhrs7b	358	763	688	246	475	287
Dhrs7c	0	5	0	1	0	2
Dhrs9	1	0	2	0	1	3
Dhtkd1	3	0	3	3	2	2
Dhx15	697	771	1017	382	669	350
Dhx16	186	197	253	81	187	78
Dhx29	169	158	224	86	178	91
Dhx30	205	239	210	85	136	112
Dhx32	65	72	87	34	51	34
Dhx33	141	132	194	64	114	59
Dhx34	110	137	116	78	95	32
Dhx35	83	83	87	29	75	25
Dhx36	62	65	72	35	57	107
Dhx37	78	113	136	39	65	36
Dhx38	146	167	196	93	96	94
Dhx40	339	386	428	128	315	111
Dhx57	93	92	91	27	63	53
Dhx58	73	118	179	51	78	32
Dhx8	96	145	198	101	124	61
Dhx9	207	177	257	136	146	130
Diablo	221	325	309	100	181	148
Diaph1	434	570	543	226	415	486
Diaph2	224	339	381	97	179	153
Diaph3	21	24	18	15	22	22
Dicer1	92	137	110	69	91	83
Dido1	211	285	255	112	184	147
Diexf	36	45	48	8	26	23
Dimt1	33	30	61	20	51	7
Dio1	0	0	1	1	1	0
Dio2	0	1	2	2	1	0
Dio3	0	1	0	0	0	0
Dip2a	163	201	198	97	152	158
Dip2b	425	560	641	234	411	288
Dip2c	297	368	341	173	231	200
Diras1	0	0	0	0	0	0
Diras2	3	0	2	0	1	0
Dirc2	94	162	178	76	112	129
Dis3	81	87	75	42	55	40
Dis3l	118	121	166	61	107	34
Dis3l2	107	162	162	71	79	104
Disc1	21	17	28	7	17	9
Disp1	33	56	32	12	33	11
Disp2	0	2	5	0	2	1
Disp3	0	1	0	0	0	0
Dixdc1	3	2	5	0	4	3
Dkc1	202	287	285	113	169	90
Dkk1	2	1	0	0	1	1
Dkk2	2	1	1	1	1	2
Dkk3	0	0	0	0	2	0
Dkk4	0	0	0	0	0	0
Dkkl1	0	4	2	0	1	3
Dlat	276	343	366	165	254	124
Dlc1	2	7	6	1	7	16
Dld	555	633	837	361	558	249
Dlec1	18	11	13	2	2	12
Dleu7	0	0	0	0	0	0
Dlg1	81	103	102	42	86	95
Dlg2	2	4	7	0	7	12
Dlg3	0	0	0	0	0	0
Dlg4	0	1	0	0	1	1
Dlg5	4	2	3	4	6	7
Dlgap1	3	7	6	0	4	9
Dlgap2	1	0	3	1	1	8
Dlgap3	0	0	2	0	1	0
Dlgap4	182	227	207	84	175	120
Dlgap5	26	43	35	20	24	35
Dlk1	0	0	0	0	0	0
Dlk2	1	0	0	0	0	0
Dll1	0	2	1	0	0	2
Dll3	3	2	0	0	0	0
Dll4	4	3	1	3	1	3
Dlst	671	922	1104	362	633	430
Dlx1	1	1	0	0	0	0
Dlx2	0	0	0	0	0	0
Dlx3	0	0	0	0	0	2
Dlx4	0	1	0	0	0	1
Dlx5	0	0	0	1	0	1
Dlx6	0	3	1	0	0	0
Dmac1	26	60	35	30	23	36
Dmac2	53	85	101	31	50	25
Dmap1	83	100	102	39	93	42
Dmbt1	0	7	4	2	3	4
Dmbx1	1	2	0	2	1	1
Dmc1	1	0	1	1	0	2
Dmd	116	140	162	77	119	76
Dmgdh	0	1	3	0	2	2
Dmkn	0	0	0	0	1	0
Dmp1	0	3	1	0	0	0
Dmpk	0	0	0	0	0	0
Dmrt1	0	0	0	0	1	0
Dmrt2	0	0	2	2	1	0
Dmrt3	0	0	0	0	0	0
Dmrta1	0	0	0	1	0	1
Dmrta2	1	0	2	0	1	0
Dmrtb1	0	0	0	0	0	0
Dmrtc1a	0	0	1	0	0	1
Dmrtc1b	0	0	0	0	0	0
Dmrtc1c1	0	0	0	0	0	0
Dmrtc1c2	0	0	0	0	0	0
Dmrtc2	0	0	0	0	0	0
Dmtf1	182	205	180	89	153	90
Dmtn	3	2	3	1	5	7
Dmwd	1	0	0	0	0	0
Dmxl1	101	87	134	60	70	100
Dmxl2	1494	2000	2247	813	1540	1185
Dna2	328	297	351	124	263	162
Dnaaf1	1	3	1	1	1	0
Dnaaf2	1	8	5	1	1	5
Dnaaf3	3	3	3	1	2	0
Dnaaf5	26	21	51	26	32	14
Dnah1	2	0	10	3	5	6
Dnah10	2	6	4	1	3	3
Dnah11	64	190	129	28	125	37
Dnah12	2	4	7	2	2	8
Dnah14	6	5	2	1	5	10
Dnah17	15	19	16	6	9	9
Dnah2	5	8	8	6	4	6
Dnah3	4	0	8	1	0	8
Dnah5	4	7	5	3	8	6
Dnah6	13	16	16	2	4	11
Dnah7a	5	5	4	0	0	7
Dnah7b	3	6	7	1	5	18
Dnah7c	6	3	7	1	7	4
Dnah8	3	5	7	1	7	7
Dnah9	13	9	20	5	12	11
Dnaic1	0	1	2	0	0	3
Dnaic2	2	3	3	0	0	1
Dnaja1	217	412	363	137	228	166
Dnaja2	836	1082	1225	644	739	527
Dnaja3	241	341	352	109	220	110
Dnaja4	1	0	2	0	3	6
Dnajb1	89	200	220	54	103	69
Dnajb11	635	808	833	332	555	397
Dnajb12	95	172	183	79	62	55
Dnajb13	140	211	200	70	108	91
Dnajb14	253	332	447	178	299	211
Dnajb2	31	48	39	13	24	13
Dnajb3	12	17	11	3	12	5
Dnajb4	34	38	55	14	35	20
Dnajb5	10	10	10	7	15	4
Dnajb6	60	91	83	37	51	29
Dnajb7	4	6	0	0	8	0
Dnajb8	0	2	0	1	0	1
Dnajb9	865	1116	1479	524	767	578
Dnajc1	177	288	275	95	171	140
Dnajc10	289	351	398	195	266	152
Dnajc11	244	247	337	117	231	126
Dnajc12	23	33	36	15	13	18
Dnajc13	105	172	200	72	147	137
Dnajc14	336	430	417	160	303	163
Dnajc15	59	126	105	39	63	57
Dnajc16	68	64	112	47	54	38
Dnajc17	20	21	29	10	21	21
Dnajc18	42	47	75	25	31	34
Dnajc19	78	123	120	71	106	61
Dnajc2	191	279	239	130	170	140
Dnajc21	21	25	21	14	12	29
Dnajc22	0	0	1	0	0	1
Dnajc24	70	124	116	29	53	42
Dnajc25	7	21	10	2	13	7
Dnajc27	23	30	14	17	23	25
Dnajc28	14	21	12	5	22	10
Dnajc3	733	702	906	458	592	421
Dnajc30	13	29	16	8	15	10
Dnajc4	56	105	78	35	54	38
Dnajc5	648	867	1117	619	640	592
Dnajc5b	1	0	0	0	0	0
Dnajc5g	0	0	4	0	0	4
Dnajc6	3	5	5	2	1	3
Dnajc7	442	567	487	259	399	216
Dnajc8	255	385	338	178	236	159
Dnajc9	142	168	119	66	85	107
Dnal1	1	1	2	2	0	3
Dnal4	119	181	164	65	124	68
Dnali1	0	3	0	1	4	1
Dnase1	3	4	1	6	5	1
Dnase1l1	526	725	826	282	486	236
Dnase1l2	2	3	2	3	5	5
Dnase1l3	2	0	0	1	2	5
Dnase2a	433	695	581	304	447	323
Dnase2b	0	0	5	0	1	5
Dnd1	3	8	1	0	4	4
Dner	0	2	1	0	2	1
Dnhd1	15	23	19	4	12	23
Dnlz	72	108	81	31	75	43
Dnm1	0	1	0	0	0	1
Dnm1l	321	434	472	199	303	197
Dnm2	799	876	1041	443	635	415
Dnm3	2	8	2	2	4	15
Dnmbp	19	43	31	19	17	17
Dnmt1	280	344	493	212	204	292
Dnmt3a	246	399	370	134	240	221
Dnmt3b	12	5	4	3	6	3
Dnmt3c	0	0	1	0	1	3
Dnmt3l	1	1	2	1	1	3
Dnpep	204	285	284	164	206	108
Dnph1	6	11	13	6	13	10
Dntt	0	1	0	0	0	2
Dnttip1	17	13	9	12	10	12
Dnttip2	231	344	340	161	195	135
Doc2a	0	0	0	0	0	0
Doc2b	0	1	0	1	0	0
Doc2g	3	6	5	4	6	2
Dock1	178	181	216	84	143	108
Dock10	1098	1216	1402	562	899	715
Dock11	394	438	520	196	295	168
Dock2	1048	1269	1374	537	984	503
Dock3	8	8	19	1	4	6
Dock4	312	403	561	146	311	210
Dock5	239	308	452	144	203	192
Dock6	3	9	1	4	7	5
Dock7	100	180	159	57	125	71
Dock8	953	1027	1111	390	788	397
Dock9	10	10	12	2	9	12
Dohh	29	43	42	14	21	23
Dok1	78	95	86	22	60	50
Dok2	260	288	421	155	273	242
Dok3	451	761	614	312	391	277
Dok4	15	12	3	9	20	17
Dok5	0	0	1	0	0	2
Dok6	1	1	3	0	3	0
Dok7	0	0	0	0	0	2
Dolk	86	107	97	47	71	52
Dolpp1	160	158	201	92	115	82
Donson	56	57	76	21	53	51
Dopey1	167	244	271	101	191	109
Dopey2	237	282	294	124	161	139
Dot1l	66	73	102	26	41	57
Doxl2	0	2	0	0	1	1
Dpagt1	304	391	338	204	263	186
Dpcr1	0	0	1	0	0	0
Dpep1	3	0	2	1	0	1
Dpep2	63	74	68	40	74	35
Dpep3	12	3	10	9	1	7
Dpf1	1	2	0	0	0	4
Dpf2	148	240	235	116	145	97
Dpf3	4	2	7	6	6	1
Dph1	32	64	71	19	31	26
Dph2	54	66	48	39	33	28
Dph3	83	114	117	47	64	67
Dph5	86	86	101	44	59	65
Dph6	98	113	110	56	90	42
Dph7	34	36	45	25	25	28
Dpm1	34	43	25	24	24	22
Dpm2	157	262	211	58	143	84
Dpm3	20	49	31	12	21	23
Dpp10	4	3	11	4	1	6
Dpp3	430	438	605	250	348	209
Dpp4	1	4	7	0	1	6
Dpp6	7	5	1	2	1	3
Dpp7	544	593	724	192	366	277
Dpp8	196	295	319	186	244	139
Dpp9	273	353	347	128	266	121
Dppa1	0	1	2	0	0	1
Dppa2	0	1	0	0	1	0
Dppa3	3	0	0	0	2	1
Dppa4	1	0	0	0	0	0
Dppa5a	0	0	0	0	0	0
Dpt	2	0	0	1	1	2
Dpy19l1	46	56	43	44	30	36
Dpy19l2	2	2	1	1	1	1
Dpy19l3	3	5	2	0	6	4
Dpy19l4	142	112	147	79	98	60
Dpy30	89	173	127	45	78	88
Dpyd	7	4	1	0	0	2
Dpys	0	2	1	1	0	1
Dpysl2	1172	1583	1585	376	1037	443
Dpysl3	8	7	3	1	1	8
Dpysl4	0	0	0	0	0	0
Dpysl5	1	2	4	0	1	4
Dqx1	6	0	4	1	1	5
Dr1	675	630	793	355	597	290
Dram1	565	613	667	350	564	231
Dram2	475	735	807	375	507	350
Drap1	21	63	40	18	24	21
Draxin	0	2	0	0	0	2
Drc1	3	0	0	0	0	1
Drc3	3	5	2	0	4	1
Drc7	2	0	1	0	0	2
Drd1	1	0	2	2	1	5
Drd2	0	1	0	0	0	0
Drd3	1	0	1	0	0	1
Drd4	1	0	0	0	2	0
Drd5	0	3	0	0	1	0
Drg1	405	600	597	229	355	270
Drg2	144	189	216	83	108	57
Drosha	30	40	33	27	24	25
Drp2	1	1	2	0	3	2
Dsc1	3	0	1	0	0	2
Dsc2	2	2	2	0	0	8
Dsc3	0	3	3	3	1	1
Dscam	2	3	3	0	1	2
Dscaml1	1	1	1	2	2	1
Dscc1	8	34	24	5	9	14
Dscr3	324	397	373	162	255	157
Dse	419	271	476	109	349	127
Dsel	22	20	17	9	22	11
Dsg1a	2	3	0	0	0	2
Dsg1b	0	2	0	1	0	0
Dsg1c	0	0	1	1	0	2
Dsg2	2	4	1	0	6	1
Dsg3	0	5	0	0	1	3
Dsg4	1	0	1	1	1	2
Dsn1	38	41	40	25	18	24
Dsp	0	1	3	0	0	4
Dspp	2	0	0	3	1	2
Dst	803	848	919	336	608	495
Dstn	3004	3909	3849	2176	2577	1921
Dstyk	77	100	100	39	93	65
Dtd1	36	64	50	21	33	21
Dtd2	34	100	76	30	45	41
Dthd1	1	4	3	0	0	1
Dtl	54	47	64	27	32	35
Dtna	86	91	69	24	50	46
Dtnb	53	52	86	62	50	71
Dtnbp1	126	280	246	127	151	182
Dtwd1	45	60	32	17	31	14
Dtwd2	13	26	27	8	25	14
